4	821	825.3528	0.004693947	5.228089	1.360987
5	800	825.4246	0.004690515	4.526644	0.995138
6	781	825.0663	0.004695076	4.424905	1.688014
7	760	826.9205	0.004698427	3.956448	1.097498
8	741	827.0404	0.004686207	4.033836	1.558063
9	715	827.0669	0.004704037	4.999107	0.5954837
10	700	825.8884	0.004688681	3.762592	0.7884397
11	673	824.3922	0.00469449	4.051379	1.285867
16	570	832.393	0.004673424	10.77687	2.282484
17	545	828.5205	0.004682313	8.636076	5.220985
18	521	831.3423	0.004679063	8.540875	4.141994
19	502	830.0553	0.004681505	7.933946	4.930882
20	482	829.7861	0.00468076	6.464409	6.299636
21	456	829.398	0.004678295	7.936695	3.141591
22	441	830.0047	0.0046817	4.716041	4.864699
23	414	827.5703	0.004681179	4.447767	4.953727
24	398	826.7307	0.004683715	4.283922	5.777305
25	372	826.3593	0.004684156	5.949957	4.961098
26	353	827.4596	0.004681015	6.57673	6.153605
27	334	826.6951	0.004681996	6.092888	4.816231
28	308	821.4865	0.004686832	6.730585	2.228125
29	289	821.3921	0.0046859	7.644789	6.394578
30	266	822.1123	0.004683546	6.8648	4.421657
31	247	821.1204	0.004689163	6.716305	2.669846
35	855	611.4862	0.004616652	6.786814	1.818943
36	791	608.7685	0.004651121	5.622566	0.6969838
40	745	611.6537	0.004620792	5.389317	1.297348
41	722	615.0844	0.004617944	5.451856	1.846593
42	703	613.9256	0.004604137	4.914953	0.7296719
43	680	613.324	0.004607306	5.441241	1.414699
44	659	612.3961	0.004609579	4.696455	1.382608
45	639	613.0897	0.004598285	5.240775	2.043927
46	611	611.8568	0.004606104	7.05051	7.520518
47	592	612.6091	0.004600646	7.573188	11.92233
48	568	613.2728	0.004602373	6.974105	9.535014
50	521	616.2041	0.004603235	8.864204	6.814049
51	508	613.1926	0.004606118	10.19089	5.76355
52	485	610.8458	0.004604227	7.773149	7.955362
53	461	609.8018	0.004604451	5.633806	2.280072
54	437	610.6635	0.004603224	4.618841	1.09867
55	414	613.0727	0.00459966	3.689213	4.452302
56	399	611.268	0.004607378	3.525634	1.191031
57	371	612.5248	0.004598368	4.107031	0.5373618
58	354	610.8071	0.004599239	3.595897	1.833286
59	326	610.6358	0.00459449	3.911482	0.7941463
60	311	611.2507	0.004606374	3.939383	2.350759
62	264	609.9738	0.004608546	5.696544	1.846619
63	245	609.7432	0.004605285	4.125685	2.644716
72	752	396.4247	0.004672658	7.030964	2.252016
73	729	396.5349	0.004639407	6.378903	1.14245
74	709	397.4435	0.004660721	6.512628	1.372431
75	683	396.6998	0.004661537	6.502628	1.878275
76	659	395.6131	0.004635611	6.594338	1.350171
77	638	396.5344	0.004654289	5.790434	6.380958
78	615	396.8588	0.004654855	5.546628	5.725229
79	592	395.6959	0.0046423	4.64185	6.353543
80	571	396.2228	0.004649223	5.607985	12.60582
81	550	395.3631	0.004652959	5.157568	8.567194
82	530	394.9847	0.004654917	5.086948	6.059644
83	510	396.3217	0.00465349	4.375583	2.784099
84	485	395.9625	0.004653603	4.519059	5.094594
85	464	396.3746	0.004652869	5.247927	4.971193
86	446	395.3401	0.004647779	5.556715	2.425057
87	421	395.3165	0.004659933	5.412167	2.410252
88	399	393.6257	0.004653947	5.375641	5.015607
89	374	392.9586	0.004641503	6.403156	0.834945
90	357	391.7616	0.004660761	5.241121	3.300215
91	337	389.4892	0.004651348	4.986896	2.723116
92	315	388.0477	0.004658821	5.711657	2.62417
93	291	387.5176	0.004656543	6.585271	4.369455
94	271	386.3883	0.004665522	6.763376	2.901367
95	249	383.5493	0.004650046	5.708924	1.149664
99	858	178.3665	0.00462845	13.7824	9.372201
100	836	179.7691	0.004619481	14.00187	5.424555
101	814	182.9756	0.004612983	14.12807	8.150341
102	795	180.5474	0.004617263	14.81818	6.343643
103	773	182.1535	0.00460981	14.85741	18.14737
104	751	181.2176	0.004616579	15.86961	14.9698
105	726	188.7088	0.004601612	12.21315	10.28202
106	709	184.0014	0.004595188	13.28407	17.46844
107	685	184.6415	0.004593455	13.66642	10.81104
108	664	182.557	0.004584016	12.09163	14.57975
109	641	183.0009	0.004590878	13.17205	17.26237
110	618	187.7179	0.004584569	12.57895	15.27429
111	600	188.0359	0.004584516	11.8244	14.68572
112	576	178.5964	0.004619414	17.16572	17.15656
113	447	180.5862	0.004590822	16.71513	30.5707
114	404	181.1386	0.004591112	14.30364	31.16752
121	383	172.1959	0.004599115	14.70069	5.232934
122	363	170.1345	0.004568632	11.7416	3.003658
123	339	167.3886	0.00458685	10.27787	12.74444
124	317	164.8864	0.004584085	10.90242	4.736097
125	297	164.1565	0.004596243	10.2621	21.377
126	276	165.1704	0.004586131	9.908615	9.314746
127	252	163.3665	0.004602493	10.71511	2.333511
128	232	166.5788	0.004617276	11.33832	4.880783
230110_shot9ikou
